business_id,name,address,latitude,longitude,stars,review_count,is_open,categories
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,39.9551144,-75.202451,3.5,148,0,"Food Delivery Services, Halal, Food, Buffets, Pakistani, Indian"
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,"2041 Coral St, Ste 2",39.9813471541,-75.1322471288,4.5,10,1,"Shopping, Cafes, Fashion"
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,8500 Essington Ave,39.8773236045,-75.2436721818,2.5,172,1,Cheesesteaks
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,"1001 N 2nd St, Ste 9",39.9667910353,-75.1400172338,3.0,14,0,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Cafes, Juice Bars & Smoothies"
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,3200 Richmond St,39.983319,-75.101136,2.5,8,1,"Delis, Sandwiches"
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,39.9486639126,-75.2158315415,4.5,458,1,"Cafes, Pakistani, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food"
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,1337 W Olney Ave,40.0390528,-75.1438169,3.5,13,1,"Specialty Food, Meat Shops, Sandwiches, Food, Delis, Grocery"
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,39.9455687,-75.1717901,4.0,323,1,"Breakfast & Brunch, American (Traditional), Korean, Gastropubs, Nightlife, Bars, Cocktail Bars"
USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,118 S 18th St,39.951157,-75.170714,3.0,71,0,"Sandwiches, Cheesesteaks"
cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,3492 Tilden St,40.0128847,-75.1901845,4.5,31,1,"Bagels, Food, Sandwiches, Delis, Breakfast & Brunch, Event Planning & Services, Caterers"
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,39.940221217,-75.1557966694,4.5,49,1,Italian
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,933 N Broad St,39.971145,-75.15902,3.5,11,1,"Chicken Wings, Fast Food"
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,38th and Spruce,39.9512903,-75.1992768,4.0,81,1,"Food, Caribbean, Food Trucks"
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 Catharine St,39.9378287,-75.1482632,4.5,85,1,"Food, Seafood, Sardinian, Gelato, Pizza, Italian"
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,39.929738,-75.1633963,4.0,219,0,"Sushi Bars, Desserts, Food, Japanese"
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,8500 Henry Ave,40.0626011,-75.2372078,3.0,30,0,Mexican
3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,5132 N 5th St,40.029648,-75.1322934,3.0,68,0,"Seafood, Soul Food, Southern"
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,914 S Broad St,39.9394402,-75.1668049,2.0,55,0,"Fast Food, Food, Coffee & Tea, Burgers"
fKDV_dlDhXd7P5kZi97Kng,The Spot,272 S 20th St,39.9483749,-75.1744886,3.0,80,0,"Breakfast & Brunch, Pizza, Greek, Food"
XgLrkmIqIrD_pl67lAovEQ,The Bourse,111 S Independence Mall E,39.9498192516,-75.1486551501,2.0,35,0,"Food Court, Shopping, Shopping Centers, IT Services & Computer Repair, Local Services, Souvenir Shops"
_IYHl6J9iB3lbeJq27pbsg,Taqueria La Hacienda,4715 N Front St,40.02202,-75.1240606,3.5,10,1,Latin American
Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,3600 Lancaster Ave,39.9584222,-75.1938661,2.5,59,0,Mexican
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,2730 W Girard Ave,39.9741307,-75.1815903,3.0,77,1,"Food, Caterers, Event Planning & Services, Soul Food"
KAZ2Z3831eb5lHtUDKa8kA,Saladworks,"2955 Market St, Ste 221",39.9557501,-75.1819889,3.5,8,1,"Salad, American (Traditional), Food, Sandwiches, Do-It-Yourself Food, Soup, Vegetarian, American (New)"
cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,39.9408776,-75.1511064,4.0,51,1,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars"
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,3447-61 Richmond St,39.9862724,-75.094699,3.5,12,1,"Chinese, Asian Fusion"
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,39.9567105161,-75.1971027811,4.0,783,1,"Chinese, Szechuan"
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,927 Race St,39.9554945,-75.1552563,4.5,33,0,Chinese
f8xDi3rajxvIqS73N93Afw,Guavaberry Foods & Drinks,776 S 4th St,39.938371,-75.1501031,4.0,13,1,"Delis, Convenience Stores, Cafes, Food"
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,3925 Walnut St,39.9541715545,-75.2013800841,4.0,252,0,"Pizza, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food"
SPWyzJPFP2TT7x0BsqaBqQ,Chenango Restaurant & Bar,1031 Germantown Ave,39.9664073,-75.1386733,2.0,10,0,"Barbeque, Bars, Nightlife"
Knt2mnsG15akKb9cjSiuxw,John's Seafood,1326 W Girard Ave,39.9709958,-75.1581617,3.0,9,1,Seafood
ugSVRAKO6mxvsrElFg8USw,México Lindo,700 Moore St,39.926402,-75.1575374,4.5,73,1,Mexican
mpVZG520RL-K1YeQi55ZPg,The Blarney Stone,3929 Sansom St,39.9548253,-75.2009783,3.5,46,0,"Burgers, American (Traditional), Karaoke, Pubs, Nightlife, Bars"
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,6227 Lancaster Ave,39.9850064107,-75.246888042,2.5,20,1,"Breakfast & Brunch, Coffee & Tea, Food, Sandwiches, American (New)"
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,2614 W Girard Ave,39.9738754,-75.1794242,2.5,20,1,"Cheesesteaks, Chicken Wings, Pizza"
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,1120 Pine St,39.944935,-75.1606759,4.0,234,0,American (New)
s55Hw6gHhQzZctinFhPu-g,Urban Eatery,3400 Lancaster Ave,39.9570681,-75.1916189,2.0,9,1,Food Court
n6dw_zxL_4cVO6EP_m0joQ,Dragon House,1228 Chestnut St,39.9503586,-75.1615836,4.0,5,1,Chinese
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro,711 Locust St,39.9470772078,-75.1541655511,4.0,5,1,Italian
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,427 Franklin Mills Cir,40.0860776,-74.9648083509,4.5,23,1,"Chinese, Vietnamese, Asian Fusion"
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,7152 Germantown Ave,40.059508,-75.190838,3.5,239,0,"American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs"
w0zKpH49tW6Y-b6ZJzKMFw,Chuck's Alibi,7301 Oxford Ave,40.061417,-75.0833451,2.0,76,1,"Food, Seafood"
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,39.948081,-75.1608093,4.5,310,1,"Food, Juice Bars & Smoothies, Coffee & Tea, Bakeries, Cafes"
sfbg2kxnvKpmlIuCUas5TA,Lucky Wok Restaurant,5431 N 5th St,40.0342865,-75.1307075,2.5,6,1,Chinese
8cLbpSZOHnmzxzDNSBGQCA,About BBQ,933 Race Sreet,39.9554168697,-75.1554945434,4.0,14,0,Barbeque
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,"6201 N Front St, Ste 16",40.045729,-75.11891,3.0,15,1,Breakfast & Brunch
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,1946 Lombard St,39.9456566,-75.1747733,3.5,615,1,"Pubs, Food, Bars, American (New), Nightlife"
o4_cgIKWgvJ09TZeSzARmg,Quality Pizza,6438 Rising Sun Ave,40.0509209,-75.094581,3.0,19,1,Pizza
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,312 Market St,39.9499452,-75.146352,2.5,33,1,"Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, American (Traditional)"
IDGg4Ax0iMYBtSKRP0tBbg,Germantown Pizza,1517 N 4th St,39.9742039,-75.1420764,3.0,20,0,"Pizza, Italian, Desserts, Food"
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,3517 Cottman Ave,40.0374692,-75.0417837,2.5,15,1,"Dive Bars, American (Traditional), Nightlife, Bars"
oBhJuukGRqPVvYBfTkhuZA,Square 1682,121 S 17th St,39.9508011,-75.1686108,3.5,385,1,"American (New), Breakfast & Brunch, Bars, Nightlife"
e0aGg7U132XQRup2qa0Ztg,Archway Sandwich Shop,48 N 8th St,39.9528017,-75.1533475,3.0,7,0,"Delis, Sandwiches, Breakfast & Brunch"
04UD14gamNjLY0IDYVhHJg,Dmitri's,795 S 3rd St,39.9380132,-75.1481307,4.0,273,0,"Mediterranean, Seafood, Greek"
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,114 Levering St,40.026465,-75.2244958,3.5,110,1,Pizza
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,4728 Baltimore Ave,39.9483087,-75.2178905,4.0,304,1,"Vietnamese, Food, Thai, Coffee & Tea, Laotian"
4NjPz9bJzll1FMIi2bw8HA,Sonam,223 South St,39.9412971,-75.1466064,4.5,9,0,Tapas Bars
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,1318 Walnut St,39.9489105,-75.1630155,4.5,86,0,"Grocery, Vegan, Food, Vegetarian, Convenience Stores"
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,1601 John F Kennedy Blvd,39.9542012,-75.1674658,4.5,91,1,"Coffee & Tea, Food, Coffee Roasteries, Sandwiches"
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,7352 Frankford Ave,40.0378039,-75.0387664,2.5,37,0,"Cheesesteaks, Sandwiches"
Lro-qULT-oa4Oz36p1yTwA,Johnny G's Pizza,7315 Oxford Ave,40.0618893,-75.0832513,3.0,11,0,Pizza
Yl4Am6NhqWo_YMmo1SyU5A,Domino's Pizza,5754 Baltimore Ave,39.9453395,-75.238934,2.0,5,1,Pizza
ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,"8500 Essington Ave, A West Terminal",39.8946117,-75.2292952,4.0,95,1,"Noodles, Japanese, Sushi Bars"
aZNiVR6oAMQX5__yGPvYsg,Susanna Foo Chinese Cuisine,1512 Walnut St,39.9493255,-75.1667043,3.5,26,0,Chinese
WxFfnTx_VAT_ORvqHAfYNw,My Blue Heaven,2762 E Pacific St,39.9883288,-75.0912665,3.0,6,0,"Nightlife, American (Traditional), Bars"
ejRuEF2j8_w5qQbwEQ8GfQ,Villagio Pizza Cafe,2533 Clearfield St,39.9851818,-75.1067498,3.0,47,0,"Pizza, Breakfast & Brunch"
zVmW-ohNzhOPiBIeUPL62g,Goody's Pizza,6237 Frankford Ave,40.0274889,-75.0611831,2.0,25,1,Pizza
MGNAYydr7SxPMDgFlnZ7sg,Little Caesars Pizza,200 W Oregon Ave,39.9139475,-75.1520299,3.0,10,1,Pizza
oFMpfE5J6f0ATRmsVXrFSg,Papa Sam,6398 Castor Ave,40.0394759,-75.0778205,3.0,6,0,Pizza
tCLAeZsjXFG9RumJ4Hn0Kw,Maru Global,255 S 10th St,39.9467949,-75.1577025,3.5,72,0,Japanese
T8lxi3V2avTVXCanVkAFNg,Pizza Hut,"2715 S Front St, Ste 9",39.9130548,-75.149704,1.5,25,0,"Italian, Chicken Wings, Pizza"
fr2qDm_mY1afIGMvqsKUCg,George's Wings,3818 Morrell Ave,40.0643044322,-74.9868814021,3.5,50,1,"American (Traditional), Fast Food, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers"
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,847 N 16th St,39.969939,-75.163026,4.5,192,1,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Breakfast & Brunch"
kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 W Ritner St,39.9209271,-75.1733058,4.0,43,1,"Delis, Italian, Local Flavor, Sandwiches"
ELJcgId3RiCADVIT5QbUTA,Hyon's Seafood,1320 S 21st St,39.9350405,-75.179381,3.5,5,1,Seafood
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,5726 N Broad St,40.0407573,-75.1448014,4.0,142,1,"Food, Ethnic Food, Cafes, Caribbean, Specialty Food"
w9hS5x1F52Id-G1KTrAOZg,Wiz Kid,124 S 19th St,39.9509958568,-75.1723086834,4.5,163,0,"Vegan, Fast Food, Cheesesteaks"
_tADqh3OmH6CzGJWKkru3g,Latin Flavor,627 South St,39.9422752,-75.1532337,4.5,10,0,"Latin American, Caribbean, Cuban"
5Eq-hxUIIjZTHFnpZJhgQQ,Tom's Corner Grill & Pizza,7375 Crabtree St,40.0406177,-75.0438084,3.5,11,1,Pizza
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,3000 Market St,39.954815805,-75.1836068183,3.5,139,0,"Nightlife, Bars, Irish, Pubs"
mCo2uVTTGYrEhRrkQW-CMw,Empress Garden,108 N 10th St,39.9539403,-75.1563093,4.0,263,0,"Taiwanese, Chinese, Noodles"
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,2355 S Bucknell St,39.9227051442,-75.1861358061,4.5,10,0,"Japanese, Chicken Wings, Fast Food"
ydIiHK4TE_wd7gAyifNUAQ,Chinese Restaurant,104 N 10th St,39.9538392,-75.1563293,4.5,27,0,Chinese
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,3300 Market St,39.9553865,-75.1910637,4.0,12,1,"Mexican, Italian, Food Trucks, Food"
7MaaaorooHRAqkQXcTqmrg,Nannie Francos Pizza,2141 S 11th St,39.922527,-75.1644732,3.0,13,0,Pizza
tVxL-Ygzwp8NMuxwvNmWRA,Los Potrillos,4200 G St.,40.0123759,-75.1124633,4.0,17,1,"American (Traditional), Spanish, Food Trucks, Mexican, Food"
H3yoQNhw-AfdLIwScR1zXg,Divino Wine Bar,267 S 19th St,39.9482333,-75.1726372,3.5,10,0,"Italian, Wine Bars, Bars, Nightlife, Pizza"
rVfe1LHo55A2fworkm_jVw,Capofitto,233 Chestnut St,39.9485775068,-75.1450225711,4.5,205,0,"Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Pizza"
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,2859 Holme Ave,40.0571673033,-75.0304835714,4.0,495,0,"American (New), Burgers, Breakfast & Brunch, Sandwiches"
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,1722 Sansom St,39.9506242,-75.1697297,3.5,146,0,"Cafes, Creperies"
ZMJz4ekxrcZdhBcnK4B_6g,Kurry Shack,2015 E Moyamensing Ave,39.9229257,-75.1525267,3.5,29,1,"Vegetarian, Specialty Food, Health Markets, Halal, Indian, Food"
UaovDcnP0QzsmGf6vXvg9w,Rocchino's,239 Chestnut St,39.948818,-75.1456539,3.0,20,0,"American (New), Italian"
x2J-YIFeGZ-nsezzooVA9g,Twenty 21,2005 Market St,39.9541083,-75.1746706,3.0,8,0,Unknown
kLS3Sth5HvO0IjrXCCvXxA,Wawa,19th St & Market St,39.953351,-75.172624,2.5,45,1,"Food, Automotive, Convenience Stores, Coffee & Tea, Gas Stations, Sandwiches"
sdWuLh-auc0nC2Jy6_26AQ,The Black Sheep Pub & Restaurant,247 S 17th St,39.9484223,-75.1692901,3.5,339,1,"Bars, Pubs, Irish Pub, Nightlife, Sports Bars, American (New)"
jFmS7S0kU5ZQHSm4jqymQw,Vegetate,3210 Chestnut St,39.9539284,-75.1886632,3.0,19,0,"Sandwiches, American (New), Vegetarian, Vegan, Breakfast & Brunch"
AtYDSsVOZT8DLWCcTBqZmQ,Hunnies Crispy Chicken,223 S Sydenham St,39.9491591674,-75.1671322221,2.0,5,1,"Chicken Shop, American (Traditional)"
3CsBRtDT5WOUu8IY0mHhXw,Slices Pizza,4249 Ridge Ave,40.0096537,-75.1954732,4.0,122,1,"Pizza, Food"
nP4LqTcK1USiw5WnbOjW7A,Marrakesh Express,4407 Chestnut St,39.9567155,-75.2100343,4.5,48,0,"Moroccan, Halal"
REns5fQe45Nk_D2UwQyr0w,Barra Restaurant,239 Chestnut St,39.948818,-75.1456539,2.5,117,0,"Bars, Pizza, Nightlife, Italian"
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,2533 Poplar St,39.9727751034,-75.1789870874,4.0,176,1,"Pizza, American (Traditional), Italian"
HHWTWs8sa7cE3ksH3_BCTw,Fa Caldo Caffe,1703 S 9th St,39.9280696,-75.1602342,4.5,19,0,"Coffee & Tea, American (New), Food"
qHCfhWPyb1GXpzq9Wk3Vkg,New England Pizza,6728 Bustleton Ave,40.0400368,-75.0662936,3.0,22,1,Pizza
OP-m-Kq-1aEWrrlaszFi9w,Ramble Pizza,Unknown,39.9793657,-75.1253492,4.5,19,1,"Pizza, Food, Food Trucks"
lT-RDsvFR21X1_5UhFp5Dg,Sue's Market,275 St James Pl,39.946233,-75.1455404,4.0,9,1,"Beer, Wine & Spirits, Specialty Food, Food, Sandwiches, Delis, Fruits & Veggies, Grocery"
rg6z4zFMxjj16qAnJ65gxg,Chevy’s Famous Thin Crust Pizza,7101 Rising Sun Ave,40.0582111,-75.0868253,4.0,13,0,"Sandwiches, Pizza, Chicken Wings"
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,1001 Spruce St,39.9463322,-75.1579478,4.5,579,0,"Mediterranean, Food, Greek, Breakfast & Brunch"
hxEo_CKsmSMGXcHNLR9oow,Lulu's Pizza Bar,236 Market St,39.9501019,-75.1451657,3.5,26,0,"Food, Nightlife, Pizza, Bars, Beer, Wine & Spirits"
_FlhRk9KjdXyE0sLxUdEBQ,Commonwealth Kitchen,8016 Frankford Ave,40.04186,-75.0275663,3.5,38,0,"Cheesesteaks, Pizza, American (Traditional)"
dSPA4yql9vUwnYRxHiVtHA,Makiman Sushi,1326 Spruce St,39.9466853,-75.1639951,3.5,209,0,"Sushi Bars, Japanese"
