loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,issue_date,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,known_dero,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,isDefault
1033907,233907,41363.63636,5,15.939,823.31,C,普通企业,电力、热力生产供应业,10+ years,0,2016/11/1,4,12.99272727,0,21,0,0,0,0,0,1
1008326,208326,8727.272727,3,10.923,257.88,B,政府机构,金融业,2 years,1,2017/12/1,0,4.327272727,0,4,0,0,0,0,0,0
1038312,238312,16363.63636,5,14.193,483.93,D,上市企业,文化和体育业,4 years,0,2016/1/1,0,16.17818182,0,6,0,0,0,0,0,0
1022595,222595,21818.18182,3,9.99,645.25,B,普通企业,公共服务、社会组织,8 years,0,2015/3/1,0,15.68727273,0,7,1,1,0,0,0,0
1013319,213319,4545.454545,3,12.744,171.28,C,普通企业,房地产业,4 years,2,2014/2/1,8,8.09,0,3,0,0,0,0,0,0
1033417,233417,17727.27273,3,17.091,549.77,D,高等教育机构,信息传输、软件和信息技术服务业,< 1 year,1,2016/11/1,4,22.77818182,0,9,0,0,0,0,0,1
1037240,237240,18590.90909,5,19.99,541.69,E,普通企业,建筑业,5 years,1,2015/12/1,0,21.66545455,0,10,1,1,0,0,0,0
1008433,208433,3636.363636,3,13.185,137.98,C,普通企业,交通运输、仓储和邮政业,10+ years,1,2015/6/1,0,29.27,0,14,1,1,0,0,0,0
1029038,229038,27409.09091,5,12.591,779.32,C,世界五百强,批发和零售业,10+ years,0,2015/6/1,0,15.85,1,8,0,0,0,0,0,1
1023768,223768,3220.454545,3,10.791,90.5,B,普通企业,信息传输、软件和信息技术服务业,3 years,0,2014/12/1,0,10.68181818,0,10,0,0,0,0,0,0
1025265,225265,30000,3,5.841,903.31,A,幼教与中小学校,建筑业,10+ years,0,2018/4/1,0,26.47,0,13,0,0,0,0,0,0
1044891,244891,24818.18182,3,14.391,738.2,C,普通企业,房地产业,10+ years,0,2017/3/1,0,15.24,0,22,0,0,0,0,0,0
1000808,200808,35454.54545,5,13.49,690.15,C,政府机构,文化和体育业,8 years,0,2017/2/1,3,11.41,0,10,1,0,0,0,0,0
1011649,211649,8727.272727,3,10.076,255,B,普通企业,金融业,10+ years,0,2016/2/1,2,20.98636364,0,17,0,0,0,0,0,0
1023458,223458,8181.818182,3,8.239,311.02,A,世界五百强,交通运输、仓储和邮政业,10+ years,2,2017/1/1,0,15.38181818,0,11,0,0,3,341,68.2,0
1021556,221556,15709.09091,3,11.691,646.84,C,政府机构,电力、热力生产供应业,4 years,1,2014/7/1,3,20.81454545,0,6,0,0,3,4587,917.4,0
1031304,231304,22909.09091,5,17.171,506.34,D,上市企业,文化和体育业,10+ years,0,2015/2/1,0,1.75,0,5,0,0,0,5417,1083.4,0
1009118,209118,28363.63636,5,19.327,603.85,D,普通企业,批发和零售业,< 1 year,0,2014/10/1,0,12.96,1,11,1,0,5,9268,926.8,0
1032230,232230,27272.72727,3,12.88,840.91,C,高等教育机构,信息传输、软件和信息技术服务业,10+ years,0,2016/1/1,0,11.34545455,1,6,0,0,0,10584,2116.8,0
1040487,240487,11345.45455,3,13.33,324.99,C,普通企业,金融业,10+ years,1,2015/6/1,0,14.95454545,2,11,1,1,3,3880,776,0
1040066,240066,16363.63636,5,16.77,494.59,D,普通企业,农、林、牧、渔业,5 years,0,2011/10/1,0,23.04,0,12,0,0,1,2822,0,0
1009636,209636,20454.54545,3,8.69,782.26,A,政府机构,信息传输、软件和信息技术服务业,9 years,0,2014/3/1,0,9.59,0,14,0,0,3,1656,331.2,0
1045828,245828,27181.81818,3,11.061,767.12,C,世界五百强,信息传输、软件和信息技术服务业,10+ years,0,2015/10/1,4,5.94,0,9,2,0,0,5259,0,0
1001157,201157,4090.909091,3,10.087,143.46,B,普通企业,住宿和餐饮业,< 1 year,1,2015/8/1,0,10.36,0,8,2,2,1,1565,469.5,0
1046115,246115,6545.454545,3,7.89,250.29,A,普通企业,公共服务、社会组织,2 years,1,2015/6/1,2,10.91818182,1,18,0,0,3,1645,329,0
1048462,248462,20945.45455,3,5.841,588.38,A,上市企业,电力、热力生产供应业,10+ years,0,2016/2/1,0,8.64,0,11,0,0,3,7692,0,0
1023951,223951,5454.545455,3,15.378,205.01,C,幼教与中小学校,信息传输、软件和信息技术服务业,< 1 year,0,2014/10/1,0,22.01454545,0,6,0,0,0,0,0,1
1049467,249467,21272.72727,5,16.416,497.73,D,普通企业,住宿和餐饮业,10+ years,0,2014/6/1,0,13.55727273,0,15,1,1,2,7135,0,0
1004889,204889,11818.18182,3,11.754,438.4,C,政府机构,公共服务、社会组织,,0,2018/6/1,0,18.40909091,0,23,0,0,3,1680,336,0
1000323,200323,15363.63636,3,5.852,391.5,A,政府机构,电力、热力生产供应业,10+ years,0,2015/9/1,2,9.973636364,0,12,0,0,3,3602,1080.6,0
1039105,239105,10000,3,17.919,353.01,C,政府机构,公共服务、社会组织,10+ years,0,2013/4/1,0,11.42727273,0,5,1,1,1,961,0,0
1022013,222013,8181.818182,3,12.681,342.22,B,政府机构,公共服务、社会组织,1 year,0,2012/8/1,12,13.03636364,0,11,0,0,3,4627,925.4,0
1023959,223959,10909.09091,3,12.897,412.06,C,普通企业,文化和体育业,10+ years,1,2013/6/1,4,15.16,0,10,0,0,3,5262,0,0
1013812,213812,15454.54545,5,24.99,498.88,F,政府机构,金融业,5 years,0,2014/6/1,0,3.829090909,0,4,0,0,0,183,54.9,0
1027657,227657,24000,5,14.839,358.3,C,政府机构,金融业,9 years,0,2011/6/1,2,18.74,0,14,0,0,4,7655,765.5,0
1005750,205750,10000,3,10.791,365.31,B,普通企业,文化和体育业,< 1 year,1,2014/4/1,0,21.73909091,0,12,0,0,0,1981,396.2,0
1008411,208411,21436.36364,3,10.791,652.57,B,普通企业,信息传输、软件和信息技术服务业,3 years,1,2014/3/1,0,19.53636364,0,8,0,0,2,798,239.4,0
1003506,203506,11200,3,7.9,350.46,A,高等教育机构,信息传输、软件和信息技术服务业,7 years,0,2013/11/1,0,20.24545455,5,10,0,0,1,5124,512.4,0
1016136,216136,2100,3,11.44,69.19,B,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2014/12/1,5,7.79,4,20,1,0,0,0,0,1
1023895,223895,9218.181818,3,16.99,301.23,D,普通企业,文化和体育业,,1,2015/11/1,0,12.61636364,0,5,0,0,0,0,0,1
1024040,224040,8181.818182,3,7.371,314.25,A,世界五百强,文化和体育业,10+ years,1,2015/2/1,0,15.74,0,14,0,0,0,0,0,1
1018968,218968,4581.818182,3,13.519,140.09,C,普通企业,公共服务、社会组织,10+ years,1,2015/9/1,3,8.427272727,0,9,0,0,2,691,69.1,0
1049885,249885,21272.72727,5,11.421,406.71,C,政府机构,电力、热力生产供应业,10+ years,0,2015/8/1,4,8.854545455,0,7,0,0,2,7778,777.8,0
1016985,216985,10400,5,19.338,261.73,D,上市企业,电力、热力生产供应业,10+ years,1,2011/9/1,1,8.93,0,8,1,1,0,0,0,1
1024983,224983,9818.181818,5,13.545,285.8,C,高等教育机构,文化和体育业,,2,2018/1/1,3,2.438181818,0,6,0,0,0,0,0,1
1025589,225589,9454.545455,3,12.99,269.52,B,世界五百强,金融业,8 years,1,2013/10/1,0,18.72,1,14,0,0,1,1652,330.4,0
1036802,236802,7500,3,17.919,264.76,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,2013/6/1,4,11.97818182,0,9,1,1,0,0,0,1
1016925,216925,10000,3,14.421,337.47,B,普通企业,文化和体育业,6 years,1,2012/5/1,11,20.11090909,0,9,0,0,0,4138,1241.4,0
1004644,204644,32727.27273,3,9.75,964.5,B,上市企业,金融业,10+ years,0,2016/3/1,4,26.10545455,0,37,0,0,0,0,0,1
1048384,248384,10909.09091,3,12.69,335.45,C,普通企业,文化和体育业,7 years,1,2015/8/1,0,9.087272727,0,8,0,0,0,0,0,0
1027629,227629,20454.54545,3,8.789,783.3,A,政府机构,批发和零售业,10+ years,1,2016/11/1,0,22.57363636,0,11,0,0,0,0,0,0
1043632,243632,10636.36364,3,5.32,271.04,A,政府机构,电力、热力生产供应业,10+ years,0,2016/3/1,4,9.196363636,0,8,0,0,0,0,0,0
1047623,247623,31818.18182,5,24.695,975.64,F,普通企业,交通运输、仓储和邮政业,10+ years,2,2016/1/1,0,35.74545455,1,20,1,0,0,0,0,1
1038534,238534,2545.454545,3,18.689,99.82,D,幼教与中小学校,金融业,9 years,1,2015/10/1,7,20.50909091,0,10,0,0,0,0,0,0
1006627,206627,35000,5,18.854,872.48,D,上市企业,批发和零售业,10+ years,1,2015/1/1,0,11.15181818,0,11,0,0,0,0,0,0
1040053,240053,27500,5,12.089,597.78,B,上市企业,公共服务、社会组织,3 years,0,2015/6/1,2,2.7,0,8,1,1,0,0,0,0
1017976,217976,12272.72727,5,13.67,346.47,C,政府机构,公共服务、社会组织,10+ years,0,2016/4/1,0,6.316363636,0,23,1,1,0,0,0,1
1037397,237397,2863.636364,3,11.421,117.41,B,幼教与中小学校,文化和体育业,3 years,1,2011/10/1,1,8.1,0,8,0,0,0,0,0,0
1025395,225395,14545.45455,3,15.389,546.77,C,幼教与中小学校,农、林、牧、渔业,10+ years,1,2016/11/1,0,19.82181818,0,13,1,1,0,0,0,0
1039687,239687,18181.81818,3,8.541,640.57,B,政府机构,电力、热力生产供应业,9 years,0,2016/10/1,4,17.33,0,20,0,0,0,0,0,0
1049216,249216,10909.09091,3,17.99,361.48,D,幼教与中小学校,金融业,< 1 year,1,2017/3/1,4,12.01090909,0,11,0,0,0,0,0,0
1006206,206206,32727.27273,3,12.582,1025.04,C,普通企业,采矿业,3 years,0,2014/2/1,4,8.312727273,0,11,0,0,0,0,0,0
1000791,200791,35781.81818,3,23.298,1238.78,E,普通企业,住宿和餐饮业,10+ years,0,2016/2/1,0,15.16,1,21,0,0,0,0,0,0
1037037,237037,4545.454545,3,12.639,164.86,B,普通企业,房地产业,8 years,0,2017/2/1,0,20.39090909,0,23,0,0,0,0,0,0
1046462,246462,35000,3,17.171,1223.77,D,上市企业,采矿业,8 years,0,2015/4/1,4,6.785454545,0,21,0,0,0,0,0,1
1040055,240055,21818.18182,5,10.736,422.59,B,政府机构,交通运输、仓储和邮政业,1 year,2,2015/12/1,0,14.67272727,0,9,0,0,0,0,0,0
1009751,209751,13090.90909,3,12.74,402.83,C,普通企业,采矿业,< 1 year,1,2017/2/1,0,14.93181818,1,7,0,0,0,0,0,0
1020796,220796,7700,3,12.089,252.06,B,政府机构,制造业,< 1 year,1,2015/8/1,4,12.92,0,6,1,1,0,0,0,0
1026629,226629,25909.09091,5,20.064,727.44,D,普通企业,房地产业,10+ years,2,2014/5/1,0,24.98181818,0,9,0,0,0,0,0,0
1009777,209777,20000,3,10.99,654.68,B,政府机构,住宿和餐饮业,10+ years,0,2015/7/1,5,3.829090909,0,12,0,0,0,0,0,0
1026519,226519,8400,3,13.779,292.47,C,上市企业,金融业,10+ years,1,2016/3/1,4,33.65454545,0,9,1,1,0,0,0,1
1043797,243797,10000,3,9.135,323.38,B,普通企业,交通运输、仓储和邮政业,9 years,0,2014/8/1,0,26.41,2,12,0,0,0,0,0,1
1022920,222920,9090.909091,3,10.087,318.79,B,幼教与中小学校,建筑业,3 years,0,2016/1/1,4,15.86,3,19,0,0,0,0,0,0
1003112,203112,9454.545455,5,13.44,238.99,C,政府机构,农、林、牧、渔业,2 years,2,2016/1/1,5,12.88363636,0,11,0,0,0,0,0,0
1004248,204248,11818.18182,3,16.555,346.9,C,普通企业,住宿和餐饮业,10+ years,1,2017/8/1,0,10.60363636,0,11,0,0,0,0,0,1
1027929,227929,6000,3,14.661,194.16,C,政府机构,建筑业,1 year,0,2013/5/1,5,9.703636364,0,13,0,0,0,0,0,1
1016760,216760,21818.18182,3,6.633,608.72,A,上市企业,金融业,2 years,0,2015/1/1,0,21.9,0,24,0,0,0,0,0,0
1027296,227296,23000,3,10.026,754.52,B,普通企业,公共服务、社会组织,3 years,0,2013/7/1,4,2.560909091,0,13,0,0,0,0,0,1
1026202,226202,23090.90909,3,7.26,787.31,A,世界五百强,公共服务、社会组织,6 years,1,2015/8/1,0,9.84,0,17,1,0,0,0,0,0
1038003,238003,22909.09091,3,7.667,864.18,A,普通企业,建筑业,10+ years,0,2016/3/1,4,28.86363636,0,20,0,0,0,0,0,0
1037747,237747,27190.90909,3,10.503,823.95,B,政府机构,制造业,< 1 year,1,2014/10/1,4,12.52727273,0,11,0,0,0,0,0,0
1018776,218776,21818.18182,5,18.04,490.63,E,普通企业,住宿和餐饮业,7 years,0,2011/2/1,0,11.99090909,0,22,0,0,5,9777,1955.4,0
1039833,239833,17454.54545,3,5.616,488.5,A,普通企业,文化和体育业,< 1 year,0,2015/9/1,4,7.06,0,6,0,0,0,2391,0,0
1011087,211087,15409.09091,5,18.205,347.64,D,世界五百强,金融业,< 1 year,0,2015/7/1,4,30.82727273,0,18,0,0,3,1869,560.7,0
1005668,205668,9600,3,16.99,342.22,D,政府机构,金融业,2 years,1,2017/2/1,5,23.80909091,0,4,0,0,1,526,0,0
1011053,211053,4909.090909,3,5.32,180.69,A,普通企业,金融业,8 years,0,2017/10/1,2,7.57,0,9,0,0,2,1985,595.5,0
1023097,223097,4909.090909,3,8.253,191.28,B,普通企业,电力、热力生产供应业,10+ years,0,2015/11/1,4,8.860909091,0,7,3,0,2,1100,220,0
1002728,202728,23181.81818,5,16.99,528.01,D,上市企业,金融业,2 years,2,2013/12/1,2,15.95454545,3,16,0,0,0,8078,0,0
1011985,211985,5672.727273,3,11.997,162.5,C,普通企业,采矿业,2 years,1,2015/10/1,5,17.80363636,1,11,0,0,0,968,0,0
1000654,200654,13636.36364,3,7.551,472.75,B,普通企业,金融业,,0,2016/3/1,0,10.68,0,9,0,0,3,2532,506.4,0
1015031,215031,34909.09091,3,13.959,1073.44,C,普通企业,建筑业,10+ years,0,2015/4/1,0,11.95636364,0,7,0,0,2,3062,306.2,0
1015175,215175,13236.36364,3,5.841,343.22,A,普通企业,电力、热力生产供应业,10+ years,0,2014/10/1,1,15.99545455,0,16,0,0,1,2706,541.2,0
1023861,223861,13000,3,11.165,420.39,B,政府机构,公共服务、社会组织,3 years,1,2014/5/1,0,12.80454545,0,8,0,0,3,5945,594.5,0
1034758,234758,16000,5,10.07,340.51,B,普通企业,文化和体育业,10+ years,0,2018/5/1,2,10.91818182,0,10,0,0,4,6599,0,0
1047395,247395,4909.090909,3,7.101,168.95,A,政府机构,房地产业,7 years,0,2015/6/1,0,24.29,0,9,0,0,3,2199,439.8,0
1003363,203363,24545.45455,5,18.205,738.34,D,普通企业,金融业,10+ years,0,2015/11/1,0,25.61727273,0,22,0,0,2,12968,0,0
1020387,220387,15272.72727,5,20.405,431.66,E,世界五百强,批发和零售业,7 years,2,2015/6/1,2,21.78,2,8,0,0,3,4004,800.8,0
1043407,243407,20000,3,13.98,683.36,C,普通企业,金融业,9 years,0,2014/10/1,0,26.04272727,0,25,0,0,3,6727,2018.1,0
1026794,226794,5318.181818,3,15.99,158.19,C,普通企业,建筑业,10+ years,1,2017/3/1,5,21.99,0,17,0,0,0,0,0,1
1008764,208764,12272.72727,3,7.9,469.36,A,政府机构,公共服务、社会组织,5 years,1,2012/10/1,0,21.69818182,0,11,0,0,3,5010,1002,0
1003625,203625,20681.81818,5,21.472,458.99,E,普通企业,房地产业,2 years,1,2015/2/1,4,13.77,0,10,0,0,0,0,0,1
1020834,220834,20454.54545,5,14.99,594.62,C,普通企业,金融业,< 1 year,0,2016/11/1,0,12.06363636,0,13,0,0,2,7468,2240.4,0
1047121,247121,9454.545455,3,16.99,370.74,D,普通企业,房地产业,2 years,0,2017/2/1,2,30.20727273,0,14,0,0,0,0,0,1
1024759,224759,7200,3,12.617,237.33,B,政府机构,电力、热力生产供应业,3 years,0,2016/3/1,4,26.36727273,0,13,0,0,3,3379,337.9,0
1036189,236189,4284.090909,3,16.875,132.43,D,政府机构,金融业,10+ years,0,2013/6/1,4,13.84363636,0,13,0,0,0,0,0,0
1048852,248852,16363.63636,5,15.61,482.23,C,普通企业,制造业,< 1 year,0,2014/1/1,4,11.34545455,0,7,1,1,0,0,0,0
1010296,210296,19090.90909,3,14.661,741.31,D,普通企业,住宿和餐饮业,4 years,0,2016/3/1,0,17.17363636,0,10,0,0,0,0,0,0
1046079,246079,11818.18182,3,6.92,400.93,A,上市企业,金融业,< 1 year,1,2011/3/1,0,14.74363636,0,10,0,0,0,0,0,0
1014687,214687,15000,5,16.99,372.71,D,普通企业,金融业,9 years,2,2015/7/1,2,15.6,6,13,0,0,0,0,0,0
1017963,217963,15000,3,8.496,480.08,B,上市企业,建筑业,10+ years,0,2017/5/1,5,27.09090909,0,13,0,0,0,0,0,0
1027047,227047,9900,3,18.75,361.65,D,普通企业,金融业,,0,2013/3/1,2,20.01818182,2,9,0,0,0,0,0,1
1045484,245484,28636.36364,5,25.506,1096.95,G,政府机构,建筑业,10+ years,0,2016/4/1,0,12.12545455,0,8,2,2,0,0,0,1
1024133,224133,15709.09091,5,15.99,466.81,C,世界五百强,电力、热力生产供应业,1 year,0,2017/5/1,0,29.79090909,0,17,0,0,0,0,0,1
1042684,242684,15545.45455,3,15.389,649.29,C,普通企业,住宿和餐饮业,,1,2016/6/1,0,20.8,0,12,0,0,0,0,0,1
1047577,247577,2727.272727,3,18.24,108.82,D,世界五百强,金融业,2 years,1,2014/7/1,10,17.60909091,0,10,0,0,0,0,0,0
1026835,226835,10500,3,22.825,394.25,E,政府机构,房地产业,10+ years,0,2016/4/1,2,11.03,0,5,0,0,0,0,0,0
1047621,247621,23163.63636,5,17.568,514.06,E,上市企业,文化和体育业,10+ years,0,2014/6/1,0,25.55,0,23,0,0,0,0,0,1
1043564,243564,8272.727273,3,11.44,230.64,B,政府机构,公共服务、社会组织,< 1 year,1,2017/1/1,0,12.88,0,8,0,0,0,0,0,0
1004449,204449,12000,3,12.837,396.69,B,政府机构,住宿和餐饮业,1 year,1,2014/7/1,4,18.41454545,0,11,0,0,0,0,0,0
1032544,232544,9927.272727,3,12.617,276.88,B,上市企业,电力、热力生产供应业,9 years,0,2016/6/1,2,34.17,0,20,1,0,0,0,0,0
1041293,241293,8590.909091,3,16.797,274.04,C,上市企业,文化和体育业,3 years,1,2012/1/1,0,21.99090909,0,9,0,0,0,0,0,0
1032530,232530,1500,3,7.91,46.95,A,普通企业,住宿和餐饮业,10+ years,0,2015/12/1,2,0.785454545,1,10,0,0,0,0,0,0
1009749,209749,7272.727273,3,9.99,258.1,B,幼教与中小学校,电力、热力生产供应业,10+ years,0,2015/10/1,0,13.19727273,0,7,0,0,0,0,0,0
1049563,249563,9090.909091,3,10.99,327.34,B,上市企业,建筑业,10+ years,2,2015/6/1,0,12.26454545,0,11,0,0,0,0,0,0
1037838,237838,21818.18182,3,8.19,628.49,A,普通企业,农、林、牧、渔业,3 years,1,2014/11/1,0,7.767272727,0,6,1,1,0,0,0,0
1037219,237219,21272.72727,5,8.991,382.36,B,普通企业,采矿业,2 years,0,2015/3/1,4,21.66,0,11,0,0,0,0,0,0
1001918,201918,4254.545455,3,14.839,122.15,C,幼教与中小学校,电力、热力生产供应业,10+ years,0,2016/6/1,0,6.201818182,0,5,1,1,0,0,0,0
1039567,239567,17454.54545,3,13.545,555.04,C,上市企业,房地产业,2 years,0,2017/11/1,2,4.181818182,0,9,0,0,0,0,0,0
1025321,225321,12727.27273,3,12.001,457.75,B,普通企业,农、林、牧、渔业,2 years,0,2017/5/1,0,3.747272727,0,8,1,0,0,0,0,0
1043183,243183,9090.909091,3,6,308.23,A,普通企业,公共服务、社会组织,1 year,1,2015/4/1,4,20.64,0,17,0,0,0,0,0,0
1044879,244879,10363.63636,3,14.33,326.22,C,普通企业,文化和体育业,9 years,0,2012/9/1,0,7.298181818,3,12,0,0,0,0,0,0
1003334,203334,12727.27273,3,11.997,473.95,C,普通企业,采矿业,,0,2015/3/1,0,18.52363636,0,6,0,0,0,0,0,0
1015733,215733,13090.90909,3,15.31,417.81,C,普通企业,批发和零售业,10+ years,1,2013/6/1,4,21.7,0,9,0,0,0,0,0,0
1016552,216552,22159.09091,5,9.99,517.78,B,幼教与中小学校,农、林、牧、渔业,10+ years,1,2015/7/1,0,17.08181818,0,13,0,0,0,0,0,0
1047608,247608,9200,3,5.32,277.06,A,普通企业,农、林、牧、渔业,10+ years,0,2016/10/1,0,12.72272727,0,11,0,0,0,0,0,0
1013378,213378,7090.909091,3,5.32,180.69,A,政府机构,住宿和餐饮业,10+ years,0,2015/8/1,4,27.76363636,0,22,0,0,0,0,0,0
1011234,211234,8272.727273,3,12.49,234.15,B,幼教与中小学校,住宿和餐饮业,10+ years,2,2014/3/1,4,15.12,0,18,0,0,0,0,0,0
1043891,243891,11818.18182,3,10.791,332.1,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,2015/12/1,0,20.71636364,0,11,1,1,3,228,68.4,0
1043025,243025,27000,5,17.27,824.94,C,普通企业,农、林、牧、渔业,10+ years,0,2013/4/1,0,27.33636364,0,23,0,0,0,8736,873.6,0
1043148,243148,12272.72727,3,7.092,469.21,A,普通企业,金融业,10+ years,0,2010/1/1,3,5.94,0,6,0,0,2,2953,0,0
1032106,232106,18909.09091,3,13.536,554.96,C,普通企业,信息传输、软件和信息技术服务业,3 years,1,2018/3/1,4,18.98181818,0,7,0,0,0,0,0,1
1033922,233922,19545.45455,3,6.633,654.37,A,普通企业,文化和体育业,2 years,0,2014/5/1,0,18.36,0,8,0,0,3,673,67.3,0
1039120,239120,9090.909091,3,6.864,305.31,A,世界五百强,公共服务、社会组织,6 years,1,2015/5/1,0,5.4,0,11,0,0,3,3469,346.9,0
1030161,230161,3000,3,12.683,98.98,B,普通企业,金融业,,2,2015/7/1,0,31.93,0,16,0,0,2,684,205.2,0
1030011,230011,13636.36364,3,11.421,503.18,C,世界五百强,制造业,10+ years,1,2015/7/1,4,37.5,0,21,0,0,0,0,0,1
1024734,224734,25675,3,7.62,676.99,A,普通企业,电力、热力生产供应业,6 years,0,2012/8/1,5,14.02727273,0,9,0,0,2,6356,0,0
1028318,228318,27050,5,10.99,588,B,高等教育机构,金融业,6 years,0,2013/9/1,0,18.26,0,8,0,0,3,10703,3210.9,0
1030067,230067,20000,3,24.74,792.45,E,上市企业,电力、热力生产供应业,7 years,1,2017/1/1,0,15.25090909,0,6,3,1,3,6991,0,0
1045394,245394,9090.909091,3,11.53,329.91,B,世界五百强,采矿业,< 1 year,1,2015/9/1,4,9.73,1,8,0,0,3,3918,1175.4,0
1033346,233346,6000,3,11.49,197.83,B,普通企业,住宿和餐饮业,1 year,0,2017/4/1,4,13.03636364,0,8,0,0,2,2062,0,0
1019553,219553,21272.72727,3,13.67,612.32,C,普通企业,交通运输、仓储和邮政业,10+ years,0,2016/5/1,0,10.32727273,0,7,1,1,2,4864,486.4,0
1040483,240483,16909.09091,5,18.25,474.86,D,政府机构,金融业,2 years,0,2014/4/1,2,29.36727273,0,8,1,1,0,0,0,1
1041264,241264,13438.63636,5,25.608,465.68,F,普通企业,电力、热力生产供应业,3 years,1,2013/5/1,12,27.24,0,10,0,0,4,649,194.7,0
1005006,205006,14890.90909,3,7.832,389.75,A,政府机构,金融业,< 1 year,0,2014/5/1,4,26.95454545,0,14,0,0,1,1592,159.2,0
1006972,206972,4200,3,12.49,140.49,B,世界五百强,金融业,2 years,1,2014/10/1,4,40.66909091,0,18,0,0,3,1792,179.2,0
1048225,248225,20000,5,8.253,458.51,B,政府机构,电力、热力生产供应业,7 years,0,2015/7/1,4,7.91,0,10,0,0,0,0,0,0
1038379,238379,17727.27273,5,13.99,348.95,C,普通企业,公共服务、社会组织,10+ years,0,2015/10/1,4,15.3,1,16,0,0,0,0,0,0
1043667,243667,15000,3,17.82,528.84,C,普通企业,公共服务、社会组织,10+ years,0,2013/11/1,4,26.31,0,6,0,0,0,0,0,0
1037432,237432,11345.45455,3,18.997,343.56,C,世界五百强,住宿和餐饮业,10+ years,0,2013/1/1,1,19.93909091,0,21,0,0,0,0,0,0
1031035,231035,20568.18182,3,6.39,692.31,A,普通企业,住宿和餐饮业,10+ years,0,2015/2/1,0,12.78181818,0,23,0,0,0,0,0,0
1026231,226231,18181.81818,5,10.087,416.82,B,政府机构,建筑业,7 years,0,2015/3/1,4,19.95,1,8,0,0,0,0,0,0
1001619,201619,11515.90909,3,11.48,464.04,B,普通企业,公共服务、社会组织,2 years,1,2009/8/1,0,14.84545455,0,10,0,0,0,0,0,1
