label,review
1,"can say a persons word,cant you? 哈哈哈哈哈~//@洪思思聊斋: the dark niang niang rises[偷乐]//@捷菲邢: 删华妃[哈哈]@laiwuu"
1,名词解释：“吓一跳” 。[嘻嘻] 图:tumblr
1,?注本? 勤勉工作 真?待人 旅??的?娘子>>>>???下的太?悍了 [哈哈]
1,各位…跑题了，跑这儿帮我认亲来了啊。哈哈[哈哈] //@好人猫熊:很像你弟弟耶，有木有？[呵呵]//@倪峥嵘: //@忧郁的晴天娃娃: [good][good][good]必须火 //@英姿9966:看好他！ //@毕玉0207: @倪夏宇 火了。
1,凌晨三点多起床，终于把这个重要家庭成员接了回来，这下真的一家团聚啦！[爱你][爱你]这哥们也熟悉的太快了吧！(^_^)
1,回复@薛晓棠:哎，我咋记得这提壶是牛奶的意思？不会真的让我提个壶逮谁浇谁吧，那叫浇朋友，我懂。另外，用开水？ //@薛晓棠:老话说醍醐灌顶――你没事提着热水壶，给广大适龄未婚女青年们灌灌顶，让她们清醒的意识到，身边隐藏着巨大的金矿。。。。[哈哈]
1,八珍豆腐香阿[嘻嘻]
1,[鼓掌][给力][围观]加油！
1,回复@Ace张瑞:太阳神呀[嘻嘻] //@Ace张瑞:太阳可以把被子晒成这样也是太不容易了。
1,力量虽小，也能发波[爱你]
1,#快乐鸭粉high游江城# @周黑鸭官方微博 @新浪湖北 @新浪湖北旅游 偶们已经到了?[太开心][太开心] 我在这里:http://t.cn/zHeVAMl
1,//@秋之落叶and冬之雪:漂亮的姑娘//@图书策划人红嵋: 介闺女真俊呐！//@老败: 天赋啊！//@慕古chen钟:妹纸好棒，哦耶//@浓甜亲: [嘻嘻]太棒了，起来看得太值了。叶诗文好样的！！！！！！
1,我想到了条单鱼。。。据主人说用激光洗的时候还被击碎了一只鱼眼睛。[xkl转圈]//@王也加v谁不会自己来V: //@Shuya_: [哈哈]
1,准备吃饭去鱼头[哈哈][哈哈][哈哈]
1,恭喜我们的幸运粉丝@月欣悦薪 获得纪念版环球影城钥匙扣，快把你的姓名、电话和地址私信我们吧！[太开心]//@月欣悦薪: 1.旧金山 @清清的和小煦 @ERIC的毛豆 @杰西卡0316
1,回复@凌引迪:怕给领导添堵，远离城市[嘻嘻] //@凌引迪:长沙的朋友如果不想雨中浪漫，去国际会展中心看中国中部博览会也是不错的选择，有很好看好玩好吃的东西。
1,[鼓掌] //@精品达人俱乐部: 【有奖转发】加#真爱无添加#转发本微博，写下你心中less is more爱情定理并@5位好友，就有机会赢取FANCL锁水保湿面膜一盒。20份大礼等待送出，结果将于8月9日公布~
1,同乐! //@寒一平平: 祝姐姐马年快乐！幸福安康！平平安安！[发红包][发红包][爱你][爱你][鲜花][鲜花][心][心]//@乒乓阎桂丽:回复@寒一平平:一言为定![嘻嘻]//@乒乓阎桂丽:居然没吃着[馋嘴] //@寒一平平: 回复@云水两间居:共同快乐[?花][?花] //@云
1,言之有理，[哈哈]//@昙花一茜:那就不去呗[偷笑]//@王加林2011: 这么一说你说我是去呢？是去呢？还是去呢？//
1,就是一个疯子！[哈哈][哈哈]
1,//@但斌: 回复@飞来飞去的白度:都是长期投资[哈哈] //@飞来飞去的白度:但总是不是开始卖出广药买茅台了啊[偷笑] //@但斌:回复@涛涛100:建议持有股票5年以上，此税免征！ //@涛涛100:这不对吧？无论多长时间都要交税呀！！！
1,又呆又萌又妖娆[嘻嘻]
1,//@丫头-莎小莎:一个不够就整俩[偷笑][偷笑][偷笑] //@田炜ACF: 女士们，这衣柜够用吗？[嘻嘻] @搜狐戴蓓@文艺不着调青年@发条瓜子 @金丹_JANE @熊de @Rebecca妮妮 @徐非啦 @飞天大?? @猴晓侯@CV王丽 @素素zhongsusu@德尔芬娜@刘妮丽 @杨2婕娜姆 @英杰拉姆 @丫头-莎小莎@倪倪ar
1,回复@Chocolate:我知道[可爱][爱你][爱你] //@Chocolate:泛指闺蜜们 //@任蕾-噶松卓嘎:正确的，我喜欢这个词…你们好事将近啦…[爱你]恭喜你们啦
1,可以选三个吗？236[爱你]
1,回复 @李小妮:你应该跟我们一起，最后我们一把全收[花心] //@李小妮:不错啊！早知道留下了[泪] //@朱润润:筹码，我们赢了瓶香槟[哈哈]  //@NickyMeng:什么东东啊？  //@LOCAAMANDA :  @四月伤不起     @嘴角微扬0125     @我是王京
1,落跑新郎是吗[晕]//@全图解:[哈哈]
1,当当最近五折，我自己准备买上几本[嘻嘻]
1,加油，浮躁的当下，这份坚持太宝贵了[爱你]
1,#去哪儿积分商城#点评入住酒店换好礼，商城限时五折积分兑换[给力]！你旅途中、生活中需要的各种物件儿，iPad Mini、酒店免费房、手机移动电源、无线路由……应有尽有！你还在犹豫什么！走！逛商城去：http://t.cn/8ki47pv 另最新晋高级点评达人@桐妈1011 已经成功以五折积分兑换了iPad Mini2 [鼓掌]
1,回复@安安的台湾茶:有机会去马连道的话讨一杯尝尝可以吗？ //@安安的台湾茶:回复@荣雪斌:[嘻嘻]
1,回复@能猫老徐:这个是红外片//@能猫老徐:这色调很有感觉[鼓掌]
1,//@承继华韵: 哈哈 观众很热情 [嘻嘻]
1,[赞] //@微博搞笑排行榜:太形象了有木有！！[嘻嘻]你妈是这样的么？[偷笑]
1,【#超级笑星#微直播】随着@温碧泉 足球宝贝啦啦队的热舞开场！亲们嗨起来了么？[哈哈]
1,[哈哈] //@Ronnie范幼龙://@傅昶瑞: //@天秤百合空间: [哈哈]整倒全家，孩子大了，继续整
1,一场秋雨一场寒[嘻嘻]
1,有爱的背影啊！[有鸭梨][玫瑰]//@制片潘冬:焦点虚一点还真有点像，哈哈…//@金马导演:支持晓光导演的新作品！我看中间的照片，我立刻懵了，我以为是我呢。。。哈哈。背影太像了！ //@晓光导演:[爱你][许愿][礼物]
1,美女老板，以及更美的老板娘[哈哈] //@活着活着就明白了:对对对，宣传宣传，万一火了呢，你得预定啦！哈哈！嘟噜是老板，我是老板她娘！老板娘由此而来！ //@王小闹归来: 介是要拍宣传片么？常不在店的老板娘是说嘟噜么？[思考]
1,上吃年货做年货，哪里不用餐具 //@外贸餐具:借你吉言啊[哈哈][哈哈][哈哈] //@杨亚天:餐具最热卖 //@外贸餐具:支持[威武][威武] //@杨亚天:回复@小徐的蜂狂:算，  //@小徐的蜂狂:蜂蜜算年货不
1,祝天下有情人终成兄妹神马的~ [哈哈][哈哈][偷笑][偷笑]
1,//@傻呱仙草仙儿仙儿的:@雀仔梓琳阿加西 @大大大老沈 @大琦仔平坐   @WX常联系 @??zm @小台姓孙孙小台 @白白雪糕 @elyse晓璇 @假洒脱-fay @深白椰子 @神经错乱精神病患者 好姐们儿的小店，同志们帮忙转发起来哦~有咨询的请私信~[威武][亲亲][亲亲]~~顺祝生意兴隆~~[鼓掌][鼓掌]
1,生存岛上的捏泥儿，厉害吧厉害吧  [鼓掌]
1,三盅全会，五味俱全！太奢侈了。[哈哈] //@深圳板柱:喝醉以后谁都不服？[哈哈] //@印岚-edaytown: 扶墙[偷笑]   //@青岛龙江: 使劲儿～～[给力]  //@戴??:祁姥爷准备怎么喝？  @深圳板柱 @大金地 @章鱼哥R @青岛龙江 @戴?? @蒋鹏jeason @印岚-edaytown @姜新国_w4z [酷]
1,[鼓掌]感谢童鞋们的热情参与，我们会继续努力为大家带来高端又极具性价比的特惠信息！恭喜以下童鞋@HH-XB @ttert @邹琼joy_zou 获得Travelzoo旅游族送出的50元优惠券！[得意地笑]请获奖者于本周五内将您的真实姓名、手机、邮箱私信我们(逾期视为自动放弃)
1,"[哈哈] [哈哈] [哈哈] 回复@路延熹: //@路延熹:回复 @东方董辉:当俺遍体鳞伤爬到首都时,千万别当成上访的,不被接见呀! //@路延熹:回复 @东方董辉:冲您这句话,还有那期待已久的茶香,就是爬,俺也爬到北京去见您及兄弟姐妹! //@东方董辉:悄悄问一句路总：您来吗？您知道，我多么希望见到您！哈哈"
1,晚上又要去锻炼啦。最近总是想着偷懒，不过想到锻炼队伍从一人增加至两人，还是有点儿期待的，哈哈哈[亲亲]
1,被花仙子看穿了[汗]，当时我心里想的估计是伊面吧[晕]，不过这本漫画确实跟伊面有关，年代太久远了//@教主Sophie:[鼓掌][帅] //@神游花仙子:画得太靓了！点解唔考美院啊！我一直觉得你真是个才女！那个不是伊面吗？
1,可以试试用脚后跟思考问题。[嘻嘻]
1,#大美武夷山#//@梦想Showphir: @骄傲也是一种天赋 //@梦想Showphir:这是我去年在武夷山九曲溪边拍的彼岸花！[爱你]
1,[嘻嘻]//@萌宠爱心屋:爸爸麻麻们认可么？[思考]
1,耶，开心耶，谢谢葵小姐[爱你] //@刘小葵Sammy:#小葵福利社#答案姐提示的这么明显，竟然还有人回答B C...[江南style]好啦~开奖了~~恭喜以下5位朋友 @爱菡若若 @许林Linn @宝妮妮妮妮妮妮妮 @我叫做很快乐 @肉祖宗的秋天快要来 私信我真实姓名 电话 收货地址~感谢您的参与[亲亲]
1,你去不去就知道吸引力大不大喽！[嘻嘻][加油啊]//@云游四海keke0606: 永远吸引吐鲁番[哈哈]//@俺叫老鬼:魅力火热吐鲁番！ //@声声入耳761:散发魅力的吐鲁番[推荐] //@云游四海keke0606:永远的吐鲁番[哈哈][带着微博去旅行] //@俺叫老鬼:近四年前的文章喽！
1,回复@ManGu曼谷杂志:P bird脸书一出，两小时内收获了近4000个赞Like[给力][给力][太开心] //@ManGu曼谷杂志:@Gegee郭蕊
1,旅程，从彩色开始[可爱]
1,恭喜恭喜！还不请哥儿几个喝一杯[哈哈]@小水一方 //@AliceLiu_?萌: @北京人不知道的北京事儿 @北京玩乐攻略fun @吃货都在这里勾搭 @红绿灯-官方微言 @湖南卫视 @HITFM @全球玩乐攻略 @荣雪斌 @三联生活周刊 @舌尖上的美食家 @头条新闻 @微吃货 @携程旅行网 @周立波
1,[鼓掌]好看又好吃～
1,凯特温斯莱特满身枪眼啊 貌似台下有女明星尴尬掩面的说[哈哈]
1,@荒唐的直来直往 @whereiskevin @爱莉诺 @春de魔术师 @左小强 @Yuki? @陈光耀 @东方欲晓98 @VickieLi @捷克小亮 @linda_li_ding @lilylow @CocoLiuYY @Coco--Hu @realeyes @Encore海潮 让我们追随灿烂阳光，跟可爱的CoCo度过暖冬吧 [可爱]
1,#魅力雪兰莪#大马鸟叔--适耕庄州议员黄瑞林，很象有木有[哈哈]@魅力雪兰莪 @亚航之家
1,转起，我看到吉之岛有卖这种小煎锅了，最主要是我爱吃这种蛋，日本的玉子烧是不是就这个呀？///@胖星儿: 哈哈~~~是的，是的，需要这样一只锅才可以[哈哈][偷笑]//@一夫食堂: 回复@玖伍贰七9527:我就等着有人来问呢：http://t.cn/zOPZacC[偷笑]
1,我们都做媒体了，还有什么前途？[哈哈] //@曾宪勇:【我们都做媒体了，还有什么前途？】这句话太狠了！[哈哈]
1,在看的亲们来冒泡！！[亲亲]
1,//@oh句?: 第三季大爱爱这首歌  《A drop in the ocean》--Ron Pope [爱你] - 原文地址：http://t.cn/ad68aT
1,@伤心铁丝-行者老谭 能打7折？给我也办一张啊[嘻嘻]//@冯雪cindy:回复 @刘志勇hunt:会员卡20元／张，随意买，很方便 //@刘志勇hunt: 7折会员卡?没听过他们家还有这么低的折扣呢，还真成你们家食堂了[嘻嘻]
1,//@lanmoshui: #尚雯婕恩赐之地# 谢谢坤哥//@陈坤: 期待！[爱你]
1,回复@饮食者人之命脉:我以前在老家一年四季都玩这个的。[哈哈]
1,惊现俺家少卿姐，竟然短了~发了~ [亲亲] //@6ceng--少卿：回复@跃跃wang:么么～～～ //@跃跃wang:好看，我觉得比长发显得小[兔子][微风]
1,辈份高[哈哈][哈哈]
1,能不能不要这么妖娆，美到让我窒息[哈哈]
1,[good] //@报纸观察：格调决定发行量[嘻嘻]   //@炸小鱼：现在报纸的标题越来越奔放了
1,@杨华lisa //@费所建jacky:[鼓掌]//@口袋英语:终于有人开理财微博啦~~~~~~~~~~~~~[good]
1,酱紫[熊猫]//@快乐的武夷山:我和小伙伴们都惊呆了！方言果然博大精深啊[太开心]
1,好孩纸加油[可爱]你觉得呢？
1,[哈哈][耶]//@法边余墨:精品以前只卖一元，超值！那个年代的办公室文化就是午饭后围在一起看精品和北青，还有扫雷！
1,马太鞍位于花莲中区的光复乡，花东纵谷范围内~光复乡有美丽的纵谷景致、还有特殊的人文风情、加上马太鞍独特的内陆湿地生态，更是您纳入游程的一项丰富选择，值得探访噢。[嘻嘻]
1,[嘻嘻] //@嘉航在此：[哈哈] //@鲜于蝶舞: 转发微博。
1,最好是彩虹的桥//@紫悦ziyue: 回复@小王君子:欢迎美妈来专吃[嘻嘻]//@小王君子:下次来专吃下，上次都木有空肚子吃东西拉//@紫悦ziyue:严重支持我们和@望京一号餐厅 之间架起一座溜达着就能到的桥梁！我肯定去的勤！[呲牙][呲牙]
1,//@雷锋网: 连续58年不中500万大奖的概率≈99.95%。我一定要试试。[哈哈]
1,今天，我的台湾帅锅搭档口才也了得！我们这双口相声说得还不错吧――2013年，我们在饭前饭后――闻香、录音、说“相声”！哈哈哈[good]！ //@0??山伯爵0:[鼓掌][鼓掌][鼓掌]
1,在里面小露了一下脸[嘻嘻]
1,You raise me up //@Sam亚森: 好基友[酷] //@猫扑:这太给力了！[哈哈]
1,三八节大餐，各位女士节日快乐[哈哈]
1,买了盒怎么都打不开的话梅，看来这一路真的只能望梅止渴了。。。出发啦！高铁，普通舱，也很舒服，直达苏州ing[哈哈]天！整个列车里都在放那首：嘀嗒嘀嗒[偷笑][偷笑]
1,还想和你#在一起#[爱你]
1,今天，你赏西湖之雪了吗？[鼓掌][鼓掌][鼓掌]
1,潮忻土忻傻傻分不清楚 //@2岁木粉_晴儿://@大白白queen：[鼓掌][鼓掌][鼓掌]
1,回复@dingming0318: 这个评论相当温暖 窝心 落胃 舒坦[哈哈]@DJ张小腾  是吧？//@dingming0318:刚看电视时候在吃东西没手拍 像有一年春晚的小虎队???
1,我又偷拍了，不乖[偷笑]但是我?拿?光晃文物！我太喜??女孩?了，?得跟我多像啊！[哈哈]不?，我?是最喜?宋了！唐有?野，明?於媚，清太繁?，宋?雅得恰到好?！徽宗如果在世，我一定??上他的吧，管他?不?治?啊，人家?踢足球！
1,好人有好报，傻人有傻福[可爱]
1,死飞还是美女多啊！[哈哈]//@700BIKE:美女车手啊！//@Aventon-China:Aventon偶像加实力派女骑手
1,谢谢分会伙伴们的提前祝福，我们是相亲相爱的一家人[爱你][爱你][爱你][爱你]
1,现实中真有腹黑闷骚叔么？大叔各种魅力了[偷笑] //@林敏UX:今天还聊到的话题[哈哈]
1,回复@吃饭干革命: 听说很多人心中的“香格里拉”都是丽江~[可爱] //@吃饭干革命:春节我最想去丽江旅游 @翩然若鸿  @阿凡缇大人 @沪上乡下人 地址：http://t.cn/zYAOC0x
1,吃海胆不吃海獭！[哈哈] //@朱惑木棉花:不可能吧？海胆倒是很爱吃[笑哈哈]  //@一点点小林:挖，吃海胆有助于拯救地球！
1,这样刷墙是不是很方便？[太开心] [可爱]
1,Hello。[爱你]
1,带着所有的美好继续上路吧，保有那份理想，我始终相信所有真诚付出的努力都是值得的，感谢所有的兄弟姐妹们，爱你们啊！[可爱]
1,浪漫#情人节#的颁奖时间终于到啦！感谢加粉们的热情参与~恭喜@钢铁侠安东尼997 获得情人节大奖----加州限量版情侣卫衣一套！请将你的联系方式私信过来，我们将尽快寄礼物给你。期待你们穿上情侣装，一起来加州享受甜蜜时光！[爱你]
1,终于收到大礼包了[哈哈][哈哈] 这对花牛来之不易，以后要珍惜和用心烹饪美食。感谢@新浪美食 @欣和食与家
1,??格子[哈哈]
1,我刚更新了#微盘iOS客户端#2.3.7版，微博用户现在可以一键登录微盘，切换账号更方便，微博控们速速来升级吧！[鼓掌] 更新地址：http://t.cn/S6bv0V[蛋糕]#微盘2岁啦#活动正在火热进行中，万元好礼等你来拿 http://t.cn/zjMEy9F
1,朋友的店， 支持一下。 不知道送妈啥的可以看看[哈哈] #5min小广告#
1,老朋友，什么都不用多说，已是万语千言[爱你]
1,原来到拉萨的火车票也不难买[偷笑] 好吧，明年抽空计划下吧[太开心]
1,你有心爱的人了~我不能再陪在你身边了。但请记得~我温暖不了你的身，但却能温暖你的心~[亲亲][挖鼻屎][亲亲] //@压路机小提琴: @胸怀大志济天下
1,@阿里班班和四十大泡 哈哈哈班主任！！我们来拉！[嘻嘻]
1,女人好厉害！//@全球创意搜罗：[哈哈] 好主意！
1,好辣[嘻嘻][哈哈][哈哈][哈哈] //@京M银狐:[鼓掌][鼓掌][赞]//@准备微笑的海燕: @霍新华huoxinhua @京M银狐 @准备微笑的海景 @机场大郭 @茗茶坊美妇 @嗜吃慧 @武鑫? @创业家店小二 大家觉得呢？[嘻嘻][嘻嘻][嘻嘻]
1,巨蟹的快来报到，我等着呢???????[哈哈]
1,恭喜 @淘淘taoer 希望今天会有幸抽中我们酒店的粉丝哦 [嘻嘻] //@假日酒店HolidayInn:#分享假日体验 赢悠闲假日#恭喜今日中奖者@淘淘taoer ，你将获得北京区“假日酒店”双人自助餐体验券1张，请开放私信功能，以方便小编和你联系。谢谢你的体验分享
1,//@中国经贸出版社总编辑://@周因茵同学:我去当这里的阿姨好了。。//@我有好多小梦想:圆滚滚圆滚滚 //@神马OTZ:肝颤了！//@卡李://@阿毛打酱油:幼儿园缺啥职位不？ //@中国经贸出版社总编辑:[嘻嘻]  //@蓝海菲:哇～熊猫宝宝也上幼儿园了咧～好可爱，我想去当老师～  //@世界旅游协会:最好玩的幼儿园
1,还有隐情吧? //@吴佩:[嘻嘻]//@感性的蛮子:掷地有声[偷笑]@罗斯里 @冰糖杨梅 @吴佩 @袁启聪 @加文刘 @车主之友杂志 @中国汽车画报齐宇 @颜宇鹏_新车评 @宋海涛-汽车与你 @海兰CHJ @名车志刘杰 @动感驾驭刘宇 @何毅与超级马力 @汽车族孙刚 @王尧 @吴道予
1,照片中这些家具是传说中只有古代皇家才能用的珍贵木材做的，叫金丝楠木。本来已经绝迹了，为什么我们又能得以见到？照片中这位穿西服的颜先生因为很偶然的特殊机缘，很多沉睡在河床、山川的这些楠木辗转到了他手里，得以呈现在眼前。俺们也坐那儿?瑟一下[嘻嘻] 我在这里:http://t.cn/z8GyFwn
1,期待看到更多的西沙美图。 //@般若心ontheway:回复@西子湖畔的夏雨荷:感谢主编邀请！希望有机会合作[挤眼] //@西子湖畔的夏雨荷:约图哦，采用后付稿费寄样刊。[可爱]
1,哇~看着好好吃。 //@潘_Victoria:[嘻嘻]//@好书吧-老板的娘: [哈哈]差不多，孝感隔壁嗒。[握手]
1,抽空休息一下吧，新春快乐！ //@武鑫?:[爱你]//@准备微笑的海燕:期待期待
1,热烈欢迎！[哈哈]这是在周庄吧
1,#臻秀家族#我家是比较传统的家庭，爸爸是家里的主心骨哟…因为我的爸爸很爱这个价家，也为佳付出了很多呢…[爱你][兔子]@rabbitfox @齐齐妞儿 @Natalieballet @洲海鱼橘子
1,总规？总归。[哈哈][哈哈][哈哈]
1,我的农场，地都整好了；就等种萝卜、胡萝卜、白菜；也打算种点心里美，王教授想来点嘛！免费/@王敬刮痧: 回复@飘荡摇摆的独木桥:北京人叫这种萝卜叫心里美[嘻嘻]因为里面是红的 //@飘荡摇摆的独木桥:回复@王敬刮痧:王敬老?很幽默嘛！ //@飘荡摇摆的独木桥:?不是??吧？？？是夏天吃的甜瓜~~
1,3块7还能能干这么多事~可以省钱准备去旅行啦~~[太开心]
1,#食尚小米慢游泰国#登游艇畅游湄南河、飞快的两岸风光和疾驰而过的尖头船[嘻嘻]我爱泰国的椰子[馋嘴]汁甜！劈开肉更好吃！两个美妞刚把吸完汁的椰子扔了、看见我把自己的椰子让果摊老板劈开拿小勺挖椰肉[馋嘴]她俩馋啦[害羞]还有谁吃椰子没吃果肉？都给我别扔啦[花心][花心][花心] http://t.cn/z82IbA5
1,我们酒店大堂的地毯换新了[鼓掌]，橙红的地毯衬托得整个大堂更加富丽堂皇。来我们的大堂吧坐坐，体验一下吧。
1,航班晚点两个小时[泪]，如果现实是无法扭转的，那，那我得尽量让自己高兴点儿等待！[嘻嘻]
1,#吃货时间#四个女生直铲黄沙买海鲜@咩?哇 @小鹅oh-- @元宝宝吞吞?大雯 ！@selin?? 你几时到？ @Leelee? 你系伦敦围观啦…[嘻嘻]等位加工海鲜啊，有排等…#426#
1,哈哈哈哈[嘻嘻]真的很爱这部片～//@我要养猫猫猫猫猫:哈哈哈贝拉笑的好邪恶?
1,谢咯 做做 //@胖纸_yz:笑年的永远18岁阿[蛋糕][蛋糕][哈哈]
1,哈哈~美图美图！统统收进偶们的新书[爱你]@李莹肖
1,我9463[哈哈]
1,百搭单品―牛仔短裤 露腿的季节该到了~ ~[爱你]【私享穿衣顾问微信：FashionTalent33 】
1,//@黑色??: //@香如故233: [鼓掌]谢友赏[微风][茶]//@海安的男人: 一日朝阳一日星，梦里梦外人人行。人生谁能不坎坷？醒睡之间但得静//@一枝梅70214:早安//@香如故233:[害羞]不闻阡陌唱诗谣//@一枝梅70214: 转发微博
1,回复@八脚鱼的这片海: [哈哈]都他妈的可怜的鲁妈吃完了！//@八脚鱼的这片海:俺付出了劳动但是没吃上火腿[?][?]
1,黄山今年活动一定会很多，[嘻嘻]我要去黄山啦~
1,吃货眼中的世界！[嘻嘻]
1,这是天朝的口吻啊//@丁辰灵: 演讲的真给力啊。//@pennyde2011: [哈哈][哈哈][哈哈]我要坐旁?肯定抓狂//@经纬张颖: 这大姐，不做个厅级以上的官真是太可惜了。人才啊！
1,[鼓掌][鼓掌][鼓掌]//@XMAN_宗介: [鼓掌]@黑摄会被抢注@喵小北1014@梦想旅行家手边巴黎urruolan //@哈索尔Ha-thor:啊啊啊啊啊！！这是真的吗？？？？ //@多皮皮: @张小红ya @XMAN_宗介 我想要一个这个!
1,甜蜜蜜~~[爱你]
